                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.1584,                0.81844,                 0.9056,                0.91936,                0.59676,                0.74274,                0.46949,                 1.0151,                0.69462,                0.88846,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.1124,                0.86565,                0.89614,                0.88795,                0.60672,                 0.7446,                0.49368,                0.98654,                0.69382,                0.87691,               0.008812,               0.008812,               0.008812
                     26,                 1.1638,                0.81024,                0.89587,                0.88353,                0.60169,                0.74429,                0.45245,                 1.0481,                0.68295,                0.88215,              0.0087625,              0.0087625,              0.0087625
                     27,                 1.1299,                0.78134,                0.89728,                0.83762,                 0.6818,                0.75819,                0.48403,                 1.0387,                0.65371,                0.88376,               0.008713,               0.008713,               0.008713
                     28,                 1.1479,                0.77875,                0.89486,                0.77366,                0.73153,                0.77312,                0.48381,                 1.0076,                0.65702,                0.88626,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.1231,                0.75962,                0.89511,                0.85822,                0.71191,                0.77614,                0.49715,                0.96945,                0.62319,                0.86937,               0.008614,               0.008614,               0.008614
                     30,                 1.1026,                0.74693,                0.89229,                0.87301,                0.69827,                0.76457,                0.49634,                0.96665,                0.62047,                0.88239,              0.0085645,              0.0085645,              0.0085645
                     31,                 1.1063,                0.75292,                0.89226,                0.88952,                0.70055,                0.75407,                0.48021,                 1.0258,                0.60495,                0.87719,               0.008515,               0.008515,               0.008515
                     32,                 1.1117,                0.72971,                0.88374,                0.88797,                0.70005,                0.76758,                0.48425,                0.99262,                0.60153,                0.86919,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.0855,                0.72642,                 0.8859,                0.76723,                 0.7372,                0.76637,                0.48499,                 0.9711,                0.61267,                0.88519,               0.008416,               0.008416,               0.008416
                     34,                  1.093,                0.72769,                0.89392,                0.89447,                0.70761,                0.77481,                0.50379,                0.90675,                0.59094,                0.86831,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.0701,                0.69904,                 0.8823,                0.86373,                0.68435,                 0.7682,                0.49919,                0.95316,                0.61509,                0.87932,               0.008317,               0.008317,               0.008317
                     36,                 1.0689,                0.70242,                0.88121,                 0.8282,                0.70211,                0.77018,                0.48968,                0.99117,                 0.6315,                0.88748,              0.0082675,              0.0082675,              0.0082675
                     37,                  1.082,                0.70782,                 0.8807,                0.88688,                0.71544,                0.78274,                0.49662,                 1.0198,                0.60214,                0.87708,               0.008218,               0.008218,               0.008218
                     38,                 1.0716,                 0.7048,                0.88379,                0.91647,                  0.679,                0.78645,                 0.5291,                0.96776,                0.59412,                0.87428,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.0736,                0.69098,                0.88487,                0.88178,                0.72142,                0.78871,                0.51277,                0.92022,                0.56631,                0.87344,               0.008119,               0.008119,               0.008119
                     40,                 1.0624,                 0.6777,                0.88343,                0.92335,                0.72038,                0.79136,                0.51487,                0.91705,                 0.5652,                0.87279,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.0328,                 0.6849,                0.87163,                0.92739,                0.69024,                0.78491,                0.54492,                0.91851,                0.55875,                0.86661,                0.00802,                0.00802,                0.00802
                     42,                 1.0488,                0.66419,                0.88053,                0.94409,                0.67724,                0.78457,                0.52321,                0.93695,                0.57762,                0.86747,              0.0079705,              0.0079705,              0.0079705
                     43,                  1.032,                0.65537,                0.86688,                0.85664,                0.69882,                0.77415,                0.52159,                0.94278,                0.58361,                0.86303,               0.007921,               0.007921,               0.007921
                     44,                 1.0262,                  0.653,                0.87598,                0.81163,                0.72475,                 0.7731,                0.52453,                0.91311,                0.57031,                0.86013,              0.0078715,              0.0078715,              0.0078715
                     45,                  1.018,                0.65308,                0.86956,                0.92456,                0.65104,                0.77131,                  0.509,                0.91645,                0.57251,                0.87141,               0.007822,               0.007822,               0.007822
                     46,                 1.0313,                0.64765,                0.86923,                 0.8952,                0.69576,                0.78291,                0.52231,                0.88573,                0.55144,                 0.8604,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.0363,                0.64242,                0.86632,                0.87885,                0.72665,                0.78177,                0.52339,                 0.8974,                0.55674,                0.86327,               0.007723,               0.007723,               0.007723
                     48,                0.99327,                  0.633,                0.87656,                0.88346,                0.74164,                0.79662,                0.53764,                0.87957,                0.54583,                0.86142,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.0155,                0.63305,                0.86541,                0.84121,                0.74585,                0.79454,                0.53361,                0.90455,                 0.5453,                0.85869,               0.007624,               0.007624,               0.007624
                     50,                0.99955,                0.62973,                0.86684,                0.78718,                0.78468,                0.80053,                0.54497,                0.94043,                0.54659,                0.86205,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.0008,                0.63281,                0.86715,                0.81446,                0.77093,                0.80386,                0.53964,                 0.8584,                0.53763,                0.85796,               0.007525,               0.007525,               0.007525
                     52,                 1.0024,                0.62287,                0.87216,                0.79539,                0.78351,                0.79423,                0.54848,                0.85749,                 0.5464,                0.86306,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.0018,                0.61976,                0.87117,                0.81026,                0.75048,                0.79509,                0.55281,                0.87712,                0.53787,                0.86172,               0.007426,               0.007426,               0.007426
                     54,                   1.01,                 0.6205,                0.86844,                0.89703,                0.71862,                0.79488,                0.55239,                0.86675,                0.54457,                0.86351,              0.0073765,              0.0073765,              0.0073765
                     55,                0.96668,                0.61028,                0.86918,                0.87999,                0.72845,                0.79502,                0.53917,                0.90356,                0.54242,                0.86141,               0.007327,               0.007327,               0.007327
                     56,                0.97694,                 0.6035,                0.85992,                0.87675,                0.73067,                0.79583,                0.53954,                0.89315,                0.52864,                0.85823,              0.0072775,              0.0072775,              0.0072775
                     57,                0.99099,                 0.6179,                 0.8617,                0.86808,                0.73186,                0.79145,                0.52959,                0.86212,                0.53435,                0.85814,               0.007228,               0.007228,               0.007228
                     58,                0.96298,                0.59404,                0.86738,                0.83986,                 0.7605,                0.79148,                0.53913,                0.87942,                0.53011,                0.85761,              0.0071785,              0.0071785,              0.0071785
                     59,                0.96434,                0.60231,                0.86508,                 0.7789,                0.76295,                0.79701,                0.53876,                 0.8507,                0.52309,                 0.8589,               0.007129,               0.007129,               0.007129
                     60,                0.97225,                 0.5882,                0.86367,                0.80838,                0.74079,                0.79235,                0.54267,                0.84991,                0.51722,                0.85743,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.0021,                 0.5997,                0.85677,                0.82115,                0.76247,                0.80181,                0.54596,                0.86256,                0.51864,                0.85671,                0.00703,                0.00703,                0.00703
                     62,                0.94381,                 0.5848,                 0.8645,                0.77719,                0.77392,                0.79194,                0.52615,                0.86247,                0.52556,                0.85837,              0.0069805,              0.0069805,              0.0069805
                     63,                0.95536,                0.58593,                 0.8659,                0.82267,                0.77273,                0.78945,                0.54388,                0.87865,                0.52966,                 0.8607,               0.006931,               0.006931,               0.006931
                     64,                0.94568,                0.58309,                 0.8595,                 0.8172,                0.77616,                0.79239,                 0.5408,                0.87898,                0.52122,                0.85674,              0.0068815,              0.0068815,              0.0068815
                     65,                0.94225,                0.57962,                0.85744,                0.79691,                0.78293,                0.79749,                0.55261,                0.82803,                0.51137,                0.85583,               0.006832,               0.006832,               0.006832
                     66,                0.94601,                0.58538,                0.86028,                0.86727,                0.72835,                0.79577,                0.54924,                0.84513,                0.52078,                0.85664,              0.0067825,              0.0067825,              0.0067825
                     67,                0.94367,                   0.58,                0.85498,                0.86592,                0.72506,                0.80078,                 0.5394,                0.84057,                0.52484,                0.85464,               0.006733,               0.006733,               0.006733
                     68,                0.93924,                0.57339,                0.86005,                0.80216,                0.77661,                0.81142,                0.54882,                0.84689,                0.51173,                0.85576,              0.0066835,              0.0066835,              0.0066835
                     69,                0.96705,                0.58202,                0.86691,                0.88963,                0.73525,                0.80323,                0.55879,                0.85261,                0.51523,                0.85321,               0.006634,               0.006634,               0.006634
                     70,                0.92806,                0.56288,                0.85823,                0.89443,                0.73373,                0.80156,                 0.5548,                0.81138,                0.49427,                0.85077,              0.0065845,              0.0065845,              0.0065845
                     71,                0.92684,                0.56714,                0.86068,                 0.9495,                0.69224,                0.80241,                0.55141,                0.83362,                0.50777,                0.85447,               0.006535,               0.006535,               0.006535
                     72,                0.92854,                0.56181,                0.85776,                0.85449,                0.75368,                0.80329,                0.55462,                 0.8386,                0.49647,                0.84931,              0.0064855,              0.0064855,              0.0064855
                     73,                 0.9339,                0.56621,                0.85403,                 0.8675,                0.74665,                0.80644,                0.56003,                0.85137,                0.50311,                0.84622,               0.006436,               0.006436,               0.006436
                     74,                0.92154,                0.55723,                0.86072,                0.89248,                0.72276,                0.79764,                0.55207,                0.81498,                0.49878,                0.85113,              0.0063865,              0.0063865,              0.0063865
                     75,                0.92501,                0.55582,                0.86003,                0.88655,                0.77669,                0.80379,                0.56134,                0.84387,                0.48669,                0.85114,               0.006337,               0.006337,               0.006337
                     76,                0.91175,                0.54907,                0.85462,                0.84848,                0.78689,                0.81058,                0.56299,                0.85449,                0.49053,                0.85126,              0.0062875,              0.0062875,              0.0062875
                     77,                0.92554,                 0.5592,                0.85547,                0.85418,                0.77323,                0.81021,                0.56226,                0.82664,                0.49094,                 0.8537,               0.006238,               0.006238,               0.006238
                     78,                0.92496,                0.55559,                0.85712,                0.84392,                0.79455,                0.81225,                0.56751,                0.84342,                0.49335,                0.84925,              0.0061885,              0.0061885,              0.0061885
                     79,                0.90712,                0.54468,                0.85546,                0.81097,                0.77815,                0.79927,                0.55165,                0.82402,                0.50347,                0.85562,               0.006139,               0.006139,               0.006139
                     80,                0.89094,                0.54282,                0.85731,                0.84005,                0.76904,                0.80398,                0.55444,                0.83309,                 0.4997,                0.85446,              0.0060895,              0.0060895,              0.0060895
                     81,                0.90034,                0.54703,                0.85106,                0.83941,                0.79555,                0.80953,                0.56339,                0.83991,                 0.4934,                 0.8514,                0.00604,                0.00604,                0.00604
                     82,                0.90338,                0.53384,                  0.849,                0.90776,                 0.7462,                0.81284,                0.56329,                0.82782,                0.49157,                0.85525,              0.0059905,              0.0059905,              0.0059905
                     83,                0.91554,                0.54033,                0.85256,                0.79383,                  0.787,                0.81275,                0.56356,                 0.8241,                 0.4879,                0.84878,               0.005941,               0.005941,               0.005941
                     84,                0.90036,                0.53562,                0.84959,                0.77981,                0.77794,                0.80451,                0.56054,                0.82425,                0.48374,                0.84522,              0.0058915,              0.0058915,              0.0058915
                     85,                0.88862,                0.53874,                0.85271,                0.84166,                 0.7575,                0.80547,                0.56426,                0.80807,                0.48339,                 0.8485,               0.005842,               0.005842,               0.005842
                     86,                0.88129,                0.52364,                0.85034,                0.79797,                0.79169,                0.80999,                0.56031,                0.81859,                0.48256,                0.84789,              0.0057925,              0.0057925,              0.0057925
                     87,                0.88668,                0.53054,                0.85311,                0.81778,                0.79197,                0.81652,                0.57302,                0.84862,                0.48705,                0.84613,               0.005743,               0.005743,               0.005743
                     88,                0.89929,                0.53315,                0.84882,                0.81446,                0.80008,                0.81882,                0.57855,                0.82011,                 0.4726,                0.84734,              0.0056935,              0.0056935,              0.0056935
                     89,                0.88185,                0.52689,                0.84847,                0.82239,                 0.7986,                0.81519,                0.54985,                 0.8445,                0.47869,                0.85376,               0.005644,               0.005644,               0.005644
                     90,                 0.8968,                0.52371,                0.84391,                0.81997,                0.81385,                0.81484,                0.57092,                0.83638,                0.48179,                0.85161,              0.0055945,              0.0055945,              0.0055945
                     91,                0.87906,                0.52096,                0.85151,                0.84085,                0.77281,                0.81045,                0.56219,                0.82761,                0.48057,                0.85075,               0.005545,               0.005545,               0.005545
                     92,                0.87377,                0.51779,                0.84166,                0.85096,                0.78854,                 0.8146,                0.57324,                0.80446,                0.47425,                0.84878,              0.0054955,              0.0054955,              0.0054955
                     93,                0.88336,                0.52266,                0.85005,                 0.8278,                0.79684,                0.81505,                 0.5718,                0.80256,                0.47176,                0.84858,               0.005446,               0.005446,               0.005446
                     94,                0.87386,                0.51061,                0.84954,                0.82526,                0.79046,                0.81082,                0.57652,                0.82146,                0.47158,                0.84609,              0.0053965,              0.0053965,              0.0053965
                     95,                0.87389,                 0.5163,                 0.8461,                0.88026,                0.76725,                0.81798,                0.57475,                0.81104,                0.46822,                0.85098,               0.005347,               0.005347,               0.005347
                     96,                0.87335,                 0.5157,                0.84358,                0.82604,                0.81465,                0.81714,                0.57756,                0.81666,                0.47325,                0.85383,              0.0052975,              0.0052975,              0.0052975
                     97,                0.85495,                0.51324,                 0.8445,                0.85105,                0.78871,                0.81425,                0.57142,                 0.7975,                0.46857,                0.85113,               0.005248,               0.005248,               0.005248
                     98,                0.85479,                0.50517,                0.84352,                 0.8858,                0.77597,                0.82137,                0.57716,                0.80879,                0.46641,                 0.8494,              0.0051985,              0.0051985,              0.0051985
                     99,                0.85824,                0.50482,                0.84707,                0.85624,                0.77837,                0.81287,                0.57522,                0.81411,                0.47132,                0.84569,               0.005149,               0.005149,               0.005149
                    100,                0.87083,                0.51024,                0.84001,                0.85354,                0.78859,                0.82608,                0.58001,                 0.8067,                0.46342,                 0.8467,              0.0050995,              0.0050995,              0.0050995
                    101,                0.86283,                0.50714,                0.84503,                0.92451,                0.75513,                0.81054,                  0.573,                0.80055,                0.46427,                0.84622,                0.00505,                0.00505,                0.00505
                    102,                 0.8548,                0.50844,                0.84291,                0.85614,                0.79191,                0.81098,                0.57055,                0.81466,                0.46594,                0.84436,              0.0050005,              0.0050005,              0.0050005
                    103,                0.85329,                0.50054,                0.84477,                0.87321,                0.77651,                0.81194,                0.57351,                0.79763,                0.46842,                0.84628,               0.004951,               0.004951,               0.004951
                    104,                0.85033,                0.50057,                0.84458,                0.85796,                0.80053,                0.82018,                0.58088,                0.80725,                 0.4698,                0.84547,              0.0049015,              0.0049015,              0.0049015
                    105,                0.83556,                0.49826,                0.84948,                0.85362,                0.79835,                0.81321,                0.57794,                0.79302,                0.45874,                0.84178,               0.004852,               0.004852,               0.004852
                    106,                0.88181,                0.50953,                0.84672,                0.82938,                0.79937,                0.81466,                0.57176,                 0.7823,                0.46357,                0.84338,              0.0048025,              0.0048025,              0.0048025
                    107,                0.84096,                 0.4906,                0.83969,                0.83908,                0.79499,                0.81648,                 0.5679,                0.79268,                0.47234,                 0.8459,               0.004753,               0.004753,               0.004753
                    108,                0.85591,                0.49814,                0.84231,                 0.8447,                0.77845,                0.80924,                0.58438,                0.78781,                0.46573,                0.84521,              0.0047035,              0.0047035,              0.0047035
                    109,                0.87427,                0.50491,                 0.8431,                0.84001,                0.76849,                0.81322,                0.57436,                0.79935,                0.46902,                0.84769,               0.004654,               0.004654,               0.004654
                    110,                0.85283,                0.49989,                0.84297,                0.86108,                0.79014,                0.82031,                0.58741,                0.77999,                0.45384,                0.84358,              0.0046045,              0.0046045,              0.0046045
                    111,                0.86296,                0.50129,                0.84815,                0.89447,                 0.7564,                0.80669,                0.56866,                0.78006,                0.45351,                0.84286,               0.004555,               0.004555,               0.004555
                    112,                0.83739,                0.49006,                0.84162,                0.89218,                0.76744,                0.82108,                0.58558,                0.78984,                0.45315,                0.84174,              0.0045055,              0.0045055,              0.0045055
                    113,                0.85034,                0.49412,                0.83764,                0.88919,                0.78924,                0.82532,                0.58102,                0.79038,                0.45157,                0.84574,               0.004456,               0.004456,               0.004456
                    114,                0.85598,                0.49708,                0.83841,                0.89456,                0.79118,                0.82818,                 0.5894,                0.79229,                0.45975,                0.84356,              0.0044065,              0.0044065,              0.0044065
                    115,                0.84256,                0.48719,                0.83583,                0.87562,                0.78415,                0.82259,                 0.5824,                0.79127,                0.45086,                0.84866,               0.004357,               0.004357,               0.004357
                    116,                 0.8385,                0.48188,                0.83667,                0.82477,                0.80058,                0.82471,                0.57305,                0.81824,                 0.4661,                0.85087,              0.0043075,              0.0043075,              0.0043075
                    117,                0.83494,                0.48345,                0.84016,                0.84708,                0.80471,                0.82222,                0.57986,                0.78172,                0.45105,                  0.844,               0.004258,               0.004258,               0.004258
                    118,                 0.8378,                0.48917,                0.83647,                0.84509,                 0.8015,                0.80963,                0.56809,                0.80715,                0.45392,                0.84231,              0.0042085,              0.0042085,              0.0042085
                    119,                0.83013,                0.48027,                0.84431,                0.86613,                 0.7888,                 0.8217,                0.57213,                0.79974,                0.46332,                0.84529,               0.004159,               0.004159,               0.004159
                    120,                0.81872,                0.47898,                0.84179,                0.86234,                0.79191,                0.82419,                 0.5744,                0.79809,                0.45908,                0.84546,              0.0041095,              0.0041095,              0.0041095
                    121,                0.80619,                 0.4771,                0.83765,                0.85005,                0.79475,                0.81591,                0.58056,                0.78666,                0.44787,                0.84699,                0.00406,                0.00406,                0.00406
                    122,                0.82798,                0.48251,                0.83732,                0.85858,                  0.782,                0.81413,                0.58107,                0.77664,                0.45194,                0.84608,              0.0040105,              0.0040105,              0.0040105
                    123,                0.82672,                0.47682,                0.83841,                0.85287,                0.79355,                0.82515,                0.58968,                0.77433,                0.44386,                0.84195,               0.003961,               0.003961,               0.003961
                    124,                0.81334,                0.47011,                0.83337,                0.85751,                0.78353,                0.81765,                0.58675,                0.77702,                0.44549,                0.84247,              0.0039115,              0.0039115,              0.0039115
                    125,                0.82209,                0.48937,                0.83678,                0.83543,                0.80145,                0.81228,                0.58216,                0.78393,                0.44948,                0.84605,               0.003862,               0.003862,               0.003862
                    126,                0.81752,                0.47505,                0.83736,                0.84966,                0.78344,                0.81904,                 0.5798,                0.78809,                0.45027,                0.84274,              0.0038125,              0.0038125,              0.0038125
                    127,                0.81777,                0.47201,                0.83405,                0.91926,                0.74816,                0.81357,                0.58766,                0.77908,                0.44264,                0.84204,               0.003763,               0.003763,               0.003763
                    128,                 0.8161,                0.47127,                 0.8312,                0.93613,                0.74258,                0.81447,                0.59377,                0.77038,                0.43205,                 0.8433,              0.0037135,              0.0037135,              0.0037135
                    129,                0.83225,                0.47905,                0.83799,                0.82981,                0.77845,                0.80881,                0.59416,                0.78082,                0.44374,                 0.8445,               0.003664,               0.003664,               0.003664
                    130,                0.81401,                0.46876,                0.83547,                0.85778,                0.77485,                 0.8087,                0.59143,                0.78674,                0.44033,                0.84307,              0.0036145,              0.0036145,              0.0036145
                    131,                0.80648,                0.46534,                0.83582,                0.82541,                0.80085,                0.81581,                 0.5947,                0.78749,                  0.443,                0.84741,               0.003565,               0.003565,               0.003565
                    132,                0.81016,                0.46869,                0.83523,                0.82925,                 0.8147,                0.81975,                0.59252,                0.78427,                0.43757,                0.84462,              0.0035155,              0.0035155,              0.0035155
                    133,                0.80995,                0.46601,                0.83384,                0.82424,                0.81442,                0.82159,                0.59717,                0.76885,                 0.4351,                0.84229,               0.003466,               0.003466,               0.003466
                    134,                0.79479,                 0.4607,                0.83237,                0.82198,                0.80951,                0.81782,                  0.594,                0.78452,                0.43507,                  0.841,              0.0034165,              0.0034165,              0.0034165
                    135,                0.80066,                0.46775,                0.83508,                0.83337,                 0.7936,                0.81792,                0.58626,                0.78713,                0.44128,                0.84086,               0.003367,               0.003367,               0.003367
                    136,                0.80137,                0.46412,                 0.8326,                0.82179,                0.81139,                0.81644,                0.58764,                0.77462,                0.43877,                0.84227,              0.0033175,              0.0033175,              0.0033175
                    137,                0.81201,                 0.4672,                0.83293,                0.80567,                 0.7964,                0.81044,                0.58845,                0.77731,                0.43757,                0.84396,               0.003268,               0.003268,               0.003268
                    138,                0.80543,                0.46162,                0.83505,                0.82231,                0.78153,                0.80936,                0.58412,                0.77792,                0.44391,                0.84245,              0.0032185,              0.0032185,              0.0032185
                    139,                 0.8037,                0.45943,                0.83107,                0.82388,                0.78612,                0.80689,                0.58856,                0.77041,                0.43193,                0.84112,               0.003169,               0.003169,               0.003169
                    140,                0.81333,                0.46129,                0.83278,                0.82821,                0.79073,                0.80953,                0.58588,                0.78696,                0.43708,                0.84352,              0.0031195,              0.0031195,              0.0031195
                    141,                0.81471,                0.46859,                0.83409,                0.88812,                 0.7582,                0.81758,                 0.5861,                0.78359,                0.43757,                0.84664,                0.00307,                0.00307,                0.00307
                    142,                0.80661,                 0.4636,                0.82977,                0.89735,                0.75239,                0.81348,                0.58122,                0.77546,                0.43312,                0.84514,              0.0030205,              0.0030205,              0.0030205
                    143,                0.79779,                0.45403,                0.82996,                0.81802,                0.78042,                0.81161,                0.58027,                0.77483,                0.43433,                0.84288,               0.002971,               0.002971,               0.002971
                    144,                0.79091,                0.45579,                0.83304,                0.81208,                0.79231,                0.81011,                0.58001,                0.77059,                0.42706,                0.84254,              0.0029215,              0.0029215,              0.0029215
                    145,                0.78838,                0.45521,                0.83785,                0.83366,                0.79445,                0.80875,                0.57917,                0.77427,                0.43158,                0.84128,               0.002872,               0.002872,               0.002872
                    146,                 0.7874,                0.45311,                0.83064,                0.84792,                0.77035,                0.80766,                0.57446,                0.76888,                 0.4391,                0.84109,              0.0028225,              0.0028225,              0.0028225
                    147,                0.78347,                 0.4511,                0.83014,                0.85211,                0.77163,                0.81215,                0.58239,                0.77868,                0.43613,                0.84106,               0.002773,               0.002773,               0.002773
                    148,                0.77574,                0.45105,                0.82998,                0.84661,                0.79801,                0.82036,                0.59075,                0.77704,                0.43224,                0.84259,              0.0027235,              0.0027235,              0.0027235
                    149,                0.76051,                0.43976,                0.83017,                0.91488,                0.77076,                0.82447,                0.58733,                0.78383,                0.42862,                0.84503,               0.002674,               0.002674,               0.002674
                    150,                0.78349,                0.44394,                0.83163,                0.82739,                0.82563,                0.82979,                 0.5947,                0.77507,                0.42811,                0.84394,              0.0026245,              0.0026245,              0.0026245
                    151,                0.80696,                0.45633,                0.83298,                 0.8567,                0.81637,                0.83196,                0.60138,                0.77519,                0.42808,                0.84167,               0.002575,               0.002575,               0.002575
                    152,                0.78916,                0.45031,                0.83084,                 0.8552,                0.79111,                0.82359,                0.59295,                0.77228,                0.42952,                0.84059,              0.0025255,              0.0025255,              0.0025255
                    153,                0.76858,                0.44432,                0.82869,                0.84939,                0.78665,                0.81553,                 0.5937,                0.76524,                0.43014,                0.83933,               0.002476,               0.002476,               0.002476
                    154,                0.77574,                0.44228,                0.82832,                0.89696,                0.77169,                0.81844,                0.58606,                0.76254,                0.43062,                0.83937,              0.0024265,              0.0024265,              0.0024265
                    155,                0.79139,                0.44918,                0.82783,                0.82066,                0.79394,                0.81622,                0.59422,                0.76346,                0.42989,                0.83647,               0.002377,               0.002377,               0.002377
                    156,                 0.7689,                0.44495,                0.82715,                0.84094,                0.79818,                 0.8124,                  0.587,                0.76372,                0.42091,                0.83649,              0.0023275,              0.0023275,              0.0023275
                    157,                0.78342,                0.44547,                0.82693,                 0.8312,                0.81008,                0.81852,                0.58632,                 0.7626,                 0.4223,                0.84053,               0.002278,               0.002278,               0.002278
                    158,                0.78274,                0.44268,                0.82876,                0.88967,                0.81016,                0.82412,                0.59981,                0.75732,                0.42164,                0.83828,              0.0022285,              0.0022285,              0.0022285
                    159,                0.77617,                0.44029,                0.83027,                0.86232,                 0.8141,                0.82326,                0.59264,                0.75627,                0.42282,                0.83891,               0.002179,               0.002179,               0.002179
                    160,                0.78113,                0.44202,                0.82551,                0.85651,                0.79763,                0.81102,                0.58145,                0.76537,                0.43377,                0.84076,              0.0021295,              0.0021295,              0.0021295
