                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.70736,                0.55729,                0.94408,                0.77064,                0.72095,                0.76007,                0.59833,                0.80288,                0.65145,                0.94194,                0.00703,                0.00703,                0.00703
                     17,                0.69283,                0.53499,                0.93975,                0.78893,                 0.6909,                0.73936,                0.58933,                0.81498,                0.67474,                0.94625,               0.006832,               0.006832,               0.006832
                     18,                 0.6881,                0.53621,                0.93871,                0.77488,                0.66877,                 0.7187,                0.58307,                0.80598,                0.69997,                0.93872,               0.006634,               0.006634,               0.006634
                     19,                0.67932,                0.52357,                0.93667,                0.76283,                 0.6874,                0.72688,                0.58454,                0.80446,                 0.6654,                0.93736,               0.006436,               0.006436,               0.006436
                     20,                0.67505,                0.51346,                 0.9354,                 0.8039,                0.71751,                 0.7635,                0.60129,                0.78716,                0.60635,                0.93513,               0.006238,               0.006238,               0.006238
                     21,                0.66944,                0.50346,                 0.9314,                0.79837,                0.73699,                0.77557,                0.60774,                0.78586,                 0.5955,                0.93196,                0.00604,                0.00604,                0.00604
                     22,                 0.6647,                0.49899,                0.92974,                0.78666,                0.64654,                 0.6909,                0.57475,                0.78779,                0.74895,                0.94098,               0.005842,               0.005842,               0.005842
                     23,                0.65399,                  0.488,                0.92578,                0.75526,                0.68433,                0.71874,                0.58543,                0.78928,                 0.6637,                0.93777,               0.005644,               0.005644,               0.005644
                     24,                0.64643,                0.48127,                0.92292,                0.78541,                0.68466,                0.72846,                0.58894,                0.78264,                0.65441,                0.93318,               0.005446,               0.005446,               0.005446
                     25,                0.64865,                0.47718,                0.92158,                 0.7971,                0.71393,                0.75605,                0.60555,                0.77196,                0.61148,                 0.9262,               0.005248,               0.005248,               0.005248
                     26,                0.63882,                0.46649,                0.91961,                0.80001,                0.69564,                0.73907,                0.59827,                0.77821,                0.65259,                0.92632,                0.00505,                0.00505,                0.00505
                     27,                0.63652,                0.46084,                0.91805,                0.81323,                0.67836,                0.72746,                0.59311,                0.78678,                0.67279,                 0.9311,               0.004852,               0.004852,               0.004852
                     28,                0.62852,                 0.4523,                0.91566,                0.81011,                0.70565,                0.75649,                0.60776,                0.77367,                0.62238,                0.92316,               0.004654,               0.004654,               0.004654
                     29,                0.62469,                0.44507,                0.91274,                0.81427,                0.68035,                0.73219,                0.59751,                0.78189,                 0.6546,                0.93165,               0.004456,               0.004456,               0.004456
                     30,                0.61618,                0.44047,                0.91113,                 0.8208,                0.66795,                0.72559,                0.59421,                0.78624,                0.68334,                0.93595,               0.004258,               0.004258,               0.004258
                     31,                0.61306,                0.43408,                0.91037,                0.83629,                0.71304,                0.76968,                0.61394,                0.76603,                0.61176,                 0.9283,                0.00406,                0.00406,                0.00406
                     32,                0.61243,                0.43249,                0.90938,                0.83103,                0.72123,                0.77867,                 0.6166,                0.76443,                0.59392,                0.92808,               0.003862,               0.003862,               0.003862
                     33,                0.60367,                0.42253,                0.90659,                0.84164,                0.69358,                 0.7624,                0.60985,                0.76907,                0.61122,                0.92628,               0.003664,               0.003664,               0.003664
                     34,                  0.602,                0.42088,                0.90592,                 0.8415,                0.68179,                0.74725,                0.60286,                0.77224,                 0.6318,                0.92749,               0.003466,               0.003466,               0.003466
                     35,                0.59577,                 0.4123,                 0.9054,                0.83341,                0.70504,                 0.7651,                0.61079,                0.76501,                0.61478,                0.92308,               0.003268,               0.003268,               0.003268
                     36,                0.58153,                0.40238,                0.90148,                0.84554,                0.67417,                0.74263,                0.60321,                0.76506,                 0.6432,                0.92337,                0.00307,                0.00307,                0.00307
                     37,                0.57861,                0.39952,                0.90035,                0.82431,                0.67957,                0.74488,                0.60507,                0.76234,                0.63763,                0.92279,               0.002872,               0.002872,               0.002872
                     38,                0.57824,                0.39326,                0.89687,                0.80797,                0.69713,                 0.7499,                0.60701,                0.76159,                0.62875,                 0.9227,               0.002674,               0.002674,               0.002674
                     39,                0.57477,                0.38875,                0.89785,                0.80443,                0.69911,                0.75278,                0.60733,                0.76107,                0.62888,                0.92286,               0.002476,               0.002476,               0.002476
                     40,                0.56282,                0.38248,                 0.8956,                0.80225,                0.69516,                 0.7504,                0.60643,                 0.7619,                0.64181,                0.92317,               0.002278,               0.002278,               0.002278
                     41,                 0.5578,                0.37589,                0.89384,                 0.8056,                0.69228,                0.74913,                0.60689,                 0.7621,                0.65129,                0.92273,                0.00208,                0.00208,                0.00208
                     42,                 0.5519,                0.37292,                0.89246,                0.80836,                0.68976,                0.74727,                0.60626,                0.76233,                0.65714,                0.92244,               0.001882,               0.001882,               0.001882
                     43,                0.55022,                0.36766,                 0.8909,                0.81587,                 0.6897,                0.74818,                0.60628,                0.76222,                0.64887,                0.92239,               0.001684,               0.001684,               0.001684
                     44,                0.54666,                0.36191,                0.88798,                0.81445,                 0.6876,                 0.7484,                0.60693,                0.76249,                0.64502,                 0.9226,               0.001486,               0.001486,               0.001486
                     45,                0.53895,                0.35541,                0.88502,                 0.8217,                0.68474,                 0.7471,                0.60638,                  0.763,                 0.6464,                0.92309,               0.001288,               0.001288,               0.001288
                     46,                0.53688,                0.35207,                0.88772,                0.82083,                0.68301,                0.74699,                 0.6063,                0.76326,                0.64648,                0.92309,                0.00109,                0.00109,                0.00109
                     47,                0.52655,                0.34369,                0.88266,                0.81886,                0.68752,                0.74988,                0.60768,                0.76219,                0.64147,                0.92246,               0.000892,               0.000892,               0.000892
                     48,                0.52538,                0.34038,                0.88236,                 0.8196,                0.68772,                0.75162,                0.60863,                0.76217,                0.64071,                0.92221,               0.000694,               0.000694,               0.000694
                     49,                0.51736,                0.33284,                0.88149,                0.82474,                0.69118,                 0.7532,                0.60989,                0.76086,                0.63933,                0.92162,               0.000496,               0.000496,               0.000496
