                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                 1.8374,                 1.4096,                 1.4603,                0.84843,                0.67123,                0.73371,                0.32913,                 1.8981,                 1.5405,                 1.6735,               0.009109,               0.009109,               0.009109
                     11,                 1.7935,                 1.3774,                 1.4434,                0.84393,                0.65297,                0.75953,                0.34089,                 1.8978,                 1.2956,                 1.6724,                0.00901,                0.00901,                0.00901
                     12,                 1.8741,                 1.3784,                 1.4681,                 0.7684,                0.71689,                 0.7291,                0.32427,                 1.9459,                 1.1965,                 1.6873,               0.008911,               0.008911,               0.008911
                     13,                 1.8179,                 1.2746,                 1.4476,                0.90578,                 0.7024,                0.82095,                0.36223,                 1.9066,                 1.1855,                 1.6745,               0.008812,               0.008812,               0.008812
                     14,                 1.7937,                 1.2284,                 1.4371,                0.87778,                0.73516,                0.78548,                0.36575,                 1.8469,                 1.0824,                 1.6118,               0.008713,               0.008713,               0.008713
                     15,                 1.8427,                 1.2263,                 1.4499,                0.77009,                0.66667,                0.70975,                0.32413,                 1.8919,                 1.2576,                 1.6277,               0.008614,               0.008614,               0.008614
                     16,                  1.831,                  1.272,                 1.4625,                0.84141,                0.72678,                0.76778,                0.32595,                  1.965,                 1.1262,                 1.7038,               0.008515,               0.008515,               0.008515
                     17,                 1.7545,                 1.2574,                 1.4399,                0.92361,                0.66246,                0.77919,                0.35727,                 1.9173,                 1.1695,                 1.6492,               0.008416,               0.008416,               0.008416
                     18,                 1.7774,                 1.1829,                 1.4106,                0.89013,                0.73986,                0.81701,                0.36276,                 1.9056,                 1.0308,                 1.6434,               0.008317,               0.008317,               0.008317
                     19,                 1.8049,                 1.2201,                 1.4126,                0.88447,                0.69916,                0.79825,                0.34101,                 1.9397,                 1.1504,                 1.7006,               0.008218,               0.008218,               0.008218
                     20,                 1.7819,                 1.2021,                 1.4396,                0.84404,                0.76606,                0.83497,                0.37409,                 1.8382,                0.99905,                  1.644,               0.008119,               0.008119,               0.008119
                     21,                 1.7473,                 1.1607,                 1.3833,                0.89231,                0.71884,                0.82895,                0.37236,                 1.8721,                  1.058,                 1.6253,                0.00802,                0.00802,                0.00802
                     22,                 1.7596,                 1.1597,                 1.4117,                0.84071,                0.71689,                0.81737,                0.37037,                 1.8781,                 1.1276,                 1.6659,               0.007921,               0.007921,               0.007921
                     23,                  1.753,                 1.1182,                 1.4317,                0.88352,                0.71233,                0.80315,                0.34798,                 1.9362,                  1.119,                 1.6872,               0.007822,               0.007822,               0.007822
                     24,                 1.7539,                 1.0906,                 1.3936,                0.86145,                0.74429,                0.81112,                0.36835,                 1.9222,                0.99937,                 1.6634,               0.007723,               0.007723,               0.007723
                     25,                  1.751,                 1.0933,                 1.4148,                0.88336,                0.72603,                0.80819,                0.35447,                 1.9382,                 1.0612,                 1.6989,               0.007624,               0.007624,               0.007624
                     26,                  1.793,                 1.0847,                 1.4311,                0.88128,                0.76712,                0.83013,                0.37302,                 1.8861,                0.97957,                 1.6486,               0.007525,               0.007525,               0.007525
                     27,                 1.7439,                 1.1416,                 1.4422,                0.90153,                0.75799,                0.81352,                0.36485,                 1.9383,                 0.9842,                 1.7245,               0.007426,               0.007426,               0.007426
                     28,                 1.7741,                 1.0644,                 1.4418,                0.87513,                0.74886,                0.82068,                0.35938,                  1.928,                 1.0858,                 1.6931,               0.007327,               0.007327,               0.007327
                     29,                 1.7262,                 1.0508,                 1.3889,                0.85358,                  0.772,                0.82304,                0.36599,                 1.8808,                 1.0915,                 1.6771,               0.007228,               0.007228,               0.007228
                     30,                 1.7689,                 1.0912,                 1.4235,                0.86947,                0.73059,                0.81257,                0.38126,                 1.8748,                  1.029,                 1.6616,               0.007129,               0.007129,               0.007129
                     31,                 1.7138,                 1.0857,                 1.3987,                0.88679,                0.71535,                0.83245,                0.38436,                 1.8849,                0.96932,                 1.6457,                0.00703,                0.00703,                0.00703
                     32,                  1.755,                 1.0557,                  1.398,                0.87264,                0.75089,                0.83053,                0.36787,                 1.9552,                0.93683,                 1.6902,               0.006931,               0.006931,               0.006931
                     33,                 1.6849,                 1.0047,                 1.3903,                0.86749,                0.74429,                0.84212,                 0.3939,                 1.9059,                0.94956,                 1.6678,               0.006832,               0.006832,               0.006832
                     34,                 1.7328,                0.98597,                 1.3986,                0.84834,                0.81734,                0.86446,                0.37493,                 1.9134,                0.98475,                 1.6527,               0.006733,               0.006733,               0.006733
                     35,                  1.702,                 1.0011,                 1.3956,                 0.9012,                0.74975,                0.84626,                0.38721,                 1.8875,                 0.9054,                 1.6315,               0.006634,               0.006634,               0.006634
                     36,                 1.6328,                0.96366,                 1.3302,                0.91238,                0.75342,                0.84322,                0.37942,                 1.8877,                0.94464,                 1.6312,               0.006535,               0.006535,               0.006535
                     37,                 1.6466,                 1.0048,                 1.3603,                0.90766,                0.74429,                0.84114,                0.37074,                 1.8922,                0.95828,                 1.6476,               0.006436,               0.006436,               0.006436
                     38,                 1.6721,                0.97688,                 1.3614,                  0.916,                0.73516,                0.83182,                0.37857,                 1.8713,                0.93892,                 1.6461,               0.006337,               0.006337,               0.006337
                     39,                  1.646,                0.96555,                 1.3692,                  0.855,                0.76256,                0.82847,                0.38048,                 1.9234,                0.94095,                 1.6919,               0.006238,               0.006238,               0.006238
                     40,                 1.6415,                0.95535,                 1.3642,                0.92823,                0.76773,                0.87514,                0.40715,                 1.8764,                0.85495,                 1.6528,               0.006139,               0.006139,               0.006139
                     41,                 1.7091,                0.99701,                 1.3842,                0.92532,                 0.7032,                0.82798,                0.36894,                 1.9002,                0.99492,                 1.6482,                0.00604,                0.00604,                0.00604
                     42,                  1.674,                0.97523,                 1.3732,                0.93186,                0.73973,                0.84171,                0.36429,                 1.9309,                0.90716,                 1.6714,               0.005941,               0.005941,               0.005941
                     43,                 1.6162,                0.96852,                 1.3282,                0.85461,                0.78082,                0.84179,                0.38678,                 1.8588,                0.85236,                 1.6475,               0.005842,               0.005842,               0.005842
                     44,                  1.648,                0.93474,                 1.3415,                0.87349,                0.76712,                0.84273,                0.39923,                 1.8605,                0.85941,                 1.6328,               0.005743,               0.005743,               0.005743
                     45,                 1.6861,                0.95155,                 1.3662,                0.89592,                0.73973,                0.83871,                0.36526,                 1.9264,                0.97597,                 1.6906,               0.005644,               0.005644,               0.005644
                     46,                 1.6074,                0.96423,                 1.3314,                  0.898,                0.76378,                0.84517,                0.39378,                 1.8892,                0.87974,                 1.6642,               0.005545,               0.005545,               0.005545
                     47,                 1.5744,                0.91279,                 1.3005,                0.92622,                0.78539,                 0.8613,                0.38894,                 1.8855,                0.85966,                 1.6714,               0.005446,               0.005446,               0.005446
                     48,                 1.6246,                0.90904,                 1.3265,                0.88575,                0.77884,                0.85734,                0.39424,                 1.8784,                0.85566,                 1.6449,               0.005347,               0.005347,               0.005347
                     49,                 1.5761,                0.93329,                  1.321,                0.86802,                0.78085,                0.84862,                0.38068,                 1.9145,                0.86758,                 1.6556,               0.005248,               0.005248,               0.005248
                     50,                 1.5985,                0.91034,                  1.342,                0.87495,                0.79909,                0.86993,                0.38947,                 1.8685,                0.88928,                 1.6614,               0.005149,               0.005149,               0.005149
                     51,                 1.6214,                0.89896,                 1.3212,                0.91866,                0.77354,                0.85751,                0.37912,                 1.9041,                0.87579,                 1.6421,                0.00505,                0.00505,                0.00505
                     52,                 1.5851,                0.86841,                 1.3147,                0.90444,                0.75799,                0.83945,                0.38778,                 1.8749,                0.88437,                 1.6241,               0.004951,               0.004951,               0.004951
                     53,                 1.5768,                0.84645,                 1.3267,                0.87034,                0.82192,                0.84676,                0.38526,                 1.9027,                 0.9066,                 1.6628,               0.004852,               0.004852,               0.004852
                     54,                 1.6061,                0.88253,                 1.3275,                0.90914,                0.78539,                0.86334,                0.38246,                 1.9239,                0.87103,                 1.6806,               0.004753,               0.004753,               0.004753
                     55,                 1.5649,                0.83419,                 1.3104,                0.82858,                0.79909,                0.83396,                0.38393,                 1.9037,                0.89631,                  1.661,               0.004654,               0.004654,               0.004654
                     56,                 1.5537,                0.86911,                 1.3166,                0.88995,                0.77547,                0.81455,                0.36166,                 1.9157,                0.99415,                 1.6904,               0.004555,               0.004555,               0.004555
                     57,                 1.5073,                 0.8318,                 1.2876,                0.88847,                0.80023,                0.87437,                0.38281,                 1.9312,                0.88473,                 1.7098,               0.004456,               0.004456,               0.004456
                     58,                 1.5712,                0.85921,                  1.305,                0.88813,                0.81279,                0.84914,                0.38394,                 1.9069,                0.87112,                 1.6847,               0.004357,               0.004357,               0.004357
                     59,                 1.5283,                0.82982,                 1.2891,                 0.9356,                0.78082,                0.86842,                0.40205,                 1.8647,                0.84134,                 1.6504,               0.004258,               0.004258,               0.004258
                     60,                 1.5094,                0.83893,                 1.2409,                0.94073,                0.74429,                0.86214,                0.39303,                 1.9073,                0.87132,                 1.6793,               0.004159,               0.004159,               0.004159
                     61,                 1.5522,                0.86073,                  1.283,                0.92425,                0.77626,                0.85741,                0.38854,                 1.9009,                0.86071,                 1.6684,                0.00406,                0.00406,                0.00406
                     62,                 1.5214,                0.83673,                 1.2642,                0.90968,                0.78183,                0.85958,                0.39782,                 1.8937,                0.85333,                 1.6722,               0.003961,               0.003961,               0.003961
                     63,                 1.5102,                0.78632,                 1.2726,                0.85348,                0.82456,                0.86889,                0.39834,                 1.8829,                0.83841,                  1.655,               0.003862,               0.003862,               0.003862
                     64,                 1.5142,                0.79966,                 1.2983,                0.94257,                0.74947,                0.86675,                0.39311,                 1.8967,                0.83347,                 1.6644,               0.003763,               0.003763,               0.003763
                     65,                 1.4869,                0.80617,                 1.2613,                0.89277,                0.79834,                0.86824,                0.38796,                 1.9132,                0.84205,                 1.6782,               0.003664,               0.003664,               0.003664
                     66,                 1.4802,                0.79227,                 1.2901,                0.85373,                0.79952,                0.81248,                0.36889,                 1.8953,                0.85145,                 1.6719,               0.003565,               0.003565,               0.003565
                     67,                 1.4976,                0.82108,                 1.2621,                0.92188,                0.73059,                0.82312,                0.38645,                 1.9022,                0.86383,                 1.6638,               0.003466,               0.003466,               0.003466
                     68,                 1.4763,                0.82468,                 1.2663,                0.84155,                0.80029,                0.83979,                0.39541,                  1.902,                0.86155,                 1.6765,               0.003367,               0.003367,               0.003367
                     69,                 1.5075,                0.79277,                 1.2861,                0.90324,                0.82192,                0.88818,                0.39938,                 1.8958,                0.79518,                 1.6583,               0.003268,               0.003268,               0.003268
                     70,                 1.4672,                0.79046,                 1.2608,                0.88534,                0.77571,                0.84828,                0.39761,                 1.8953,                0.84545,                 1.6624,               0.003169,               0.003169,               0.003169
                     71,                  1.479,                0.79453,                 1.2596,                0.87411,                0.79261,                0.86385,                0.39566,                 1.8965,                0.80532,                 1.6776,                0.00307,                0.00307,                0.00307
                     72,                 1.4792,                0.76042,                 1.2671,                 0.8644,                0.80822,                0.86253,                0.38724,                  1.908,                0.85995,                 1.6575,               0.002971,               0.002971,               0.002971
                     73,                 1.4557,                 0.7734,                 1.2623,                0.91143,                0.77169,                0.85757,                0.39154,                 1.8921,                0.85193,                 1.6736,               0.002872,               0.002872,               0.002872
                     74,                 1.4329,                0.78488,                  1.215,                0.90247,                0.79452,                0.85978,                0.38903,                 1.9372,                0.81112,                 1.7058,               0.002773,               0.002773,               0.002773
                     75,                 1.4214,                0.76041,                  1.231,                  0.847,                0.79909,                0.84321,                0.38278,                 1.9222,                0.83339,                 1.6809,               0.002674,               0.002674,               0.002674
                     76,                 1.4085,                0.77447,                 1.2298,                0.84563,                0.80042,                0.84045,                0.38504,                 1.9035,                0.85343,                 1.6765,               0.002575,               0.002575,               0.002575
                     77,                  1.381,                0.71797,                 1.2323,                0.87183,                0.78995,                0.85478,                0.37651,                 1.9373,                0.85922,                 1.7207,               0.002476,               0.002476,               0.002476
                     78,                 1.4111,                0.74665,                 1.2173,                0.88767,                0.80822,                0.85711,                0.39165,                 1.9039,                 0.8269,                 1.7084,               0.002377,               0.002377,               0.002377
                     79,                 1.3322,                0.68524,                 1.1973,                0.91019,                0.78082,                0.84023,                0.37615,                 1.9343,                0.82915,                 1.7224,               0.002278,               0.002278,               0.002278
                     80,                 1.4194,                0.74828,                 1.2385,                0.85999,                0.79909,                0.84948,                0.37743,                 1.8953,                0.83327,                 1.6852,               0.002179,               0.002179,               0.002179
                     81,                 1.3735,                0.72334,                 1.2411,                0.89756,                0.76017,                0.82556,                0.37328,                 1.8979,                0.85764,                 1.6895,                0.00208,                0.00208,                0.00208
                     82,                  1.374,                0.73379,                 1.2019,                0.89469,                0.73516,                0.82928,                0.38182,                 1.9326,                0.88369,                 1.6998,               0.001981,               0.001981,               0.001981
                     83,                 1.3727,                0.68615,                 1.2166,                 0.9157,                0.79359,                 0.8655,                0.39536,                 1.8991,                0.78997,                 1.6918,               0.001882,               0.001882,               0.001882
                     84,                 1.4101,                0.72108,                 1.2804,                  0.898,                0.78539,                0.84799,                0.38482,                 1.9293,                0.82029,                 1.7219,               0.001783,               0.001783,               0.001783
                     85,                 1.3568,                0.72362,                 1.2059,                0.96418,                0.73743,                0.86129,                 0.3889,                 1.9396,                0.85941,                 1.6983,               0.001684,               0.001684,               0.001684
                     86,                 1.3068,                 0.6686,                 1.1725,                0.91843,                0.76712,                0.83754,                0.39662,                 1.9227,                0.82454,                 1.7204,               0.001585,               0.001585,               0.001585
                     87,                  1.346,                0.70834,                 1.1821,                0.91241,                0.73973,                0.84317,                0.38573,                 1.9472,                0.83626,                 1.7335,               0.001486,               0.001486,               0.001486
                     88,                 1.3204,                0.68114,                 1.1798,                0.88803,                0.78082,                0.83298,                0.38973,                 1.9324,                0.82084,                 1.7159,               0.001387,               0.001387,               0.001387
                     89,                 1.3407,                0.69496,                 1.1757,                0.88602,                0.77626,                 0.8653,                0.39174,                 1.9182,                0.81971,                 1.7212,               0.001288,               0.001288,               0.001288
                     90,                 1.3442,                0.69907,                 1.1915,                0.90721,                0.74886,                 0.8571,                0.38024,                 1.9493,                 0.8129,                 1.7583,               0.001189,               0.001189,               0.001189
