                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.3784,                0.82211,                0.86283,                0.84651,                0.58236,                0.62294,                0.36945,                 1.2666,                0.71832,                0.87223,               0.008944,               0.008944,               0.008944
                     34,                 1.3727,                0.81462,                0.86483,                0.84457,                0.54827,                0.62045,                0.34776,                 1.2589,                 0.6884,                0.87611,               0.008911,               0.008911,               0.008911
                     35,                 1.3914,                0.81346,                0.86073,                0.85744,                0.60647,                0.63748,                0.37336,                 1.2912,                0.67401,                 0.8622,               0.008878,               0.008878,               0.008878
                     36,                 1.3889,                0.78254,                0.85754,                0.87744,                 0.6246,                0.65568,                0.38607,                  1.244,                0.64756,                0.86785,               0.008845,               0.008845,               0.008845
                     37,                 1.3852,                0.80448,                0.85992,                0.85448,                0.56527,                0.62992,                0.35984,                 1.4055,                0.72214,                0.88762,               0.008812,               0.008812,               0.008812
                     38,                 1.3465,                0.81735,                0.85965,                0.86437,                 0.5727,                0.65252,                0.39158,                 1.1767,                0.67695,                 0.8701,               0.008779,               0.008779,               0.008779
                     39,                 1.3634,                0.80479,                0.85857,                0.91405,                 0.5777,                0.66721,                0.39933,                 1.2013,                0.65035,                0.86541,               0.008746,               0.008746,               0.008746
                     40,                 1.3263,                0.77065,                0.85887,                0.87231,                0.62263,                0.66303,                0.39803,                 1.2668,                 0.6629,                0.86817,               0.008713,               0.008713,               0.008713
                     41,                 1.3288,                0.77287,                0.85316,                 0.8781,                0.58313,                0.67229,                0.38998,                 1.1928,                 0.6476,                0.87596,                0.00868,                0.00868,                0.00868
                     42,                 1.3694,                0.76145,                0.85216,                0.92079,                0.59691,                0.66764,                0.39246,                 1.2378,                0.63057,                0.86107,               0.008647,               0.008647,               0.008647
                     43,                 1.3307,                0.75671,                0.84622,                 0.8869,                 0.5928,                0.69041,                 0.4052,                 1.1856,                0.64803,                0.87123,               0.008614,               0.008614,               0.008614
                     44,                 1.2963,                0.74138,                0.85579,                0.85478,                0.59844,                0.69923,                0.40382,                 1.2148,                0.64563,                0.87443,               0.008581,               0.008581,               0.008581
                     45,                 1.2856,                0.72895,                0.84678,                0.84045,                0.59648,                0.67329,                0.38869,                 1.2257,                0.63311,                0.85912,               0.008548,               0.008548,               0.008548
                     46,                 1.2873,                0.73775,                0.84849,                0.90628,                0.56763,                0.69547,                0.40483,                 1.1703,                0.62822,                0.87766,               0.008515,               0.008515,               0.008515
                     47,                 1.2889,                0.72804,                0.84945,                0.87209,                0.62784,                0.70156,                0.40998,                 1.1612,                0.62398,                0.86445,               0.008482,               0.008482,               0.008482
                     48,                 1.2648,                0.72049,                0.85376,                0.91074,                0.59941,                 0.7086,                0.41997,                 1.1267,                 0.6151,                0.86275,               0.008449,               0.008449,               0.008449
                     49,                 1.2861,                0.72816,                0.85244,                0.86099,                0.61314,                0.70868,                0.41684,                 1.1573,                0.63253,                0.86504,               0.008416,               0.008416,               0.008416
                     50,                 1.2696,                0.70843,                0.84922,                0.90596,                0.58742,                0.69939,                0.41705,                  1.148,                0.61799,                0.86321,               0.008383,               0.008383,               0.008383
                     51,                 1.2658,                 0.7181,                0.84641,                0.89637,                0.61359,                0.71009,                 0.4304,                 1.1324,                0.59973,                0.86033,                0.00835,                0.00835,                0.00835
                     52,                 1.2421,                 0.7053,                0.84728,                0.89956,                0.60601,                0.70737,                0.41288,                 1.1516,                0.60553,                0.86954,               0.008317,               0.008317,               0.008317
                     53,                 1.2705,                0.71782,                 0.8481,                0.92965,                0.60502,                0.70536,                0.42386,                  1.154,                0.60518,                0.85554,               0.008284,               0.008284,               0.008284
                     54,                 1.2688,                0.71456,                0.84073,                 0.9227,                0.59696,                0.71432,                0.42244,                 1.1162,                0.60229,                0.86063,               0.008251,               0.008251,               0.008251
                     55,                 1.2236,                0.70366,                0.84627,                 0.9083,                 0.5989,                0.71216,                0.40989,                 1.1687,                0.61121,                 0.8519,               0.008218,               0.008218,               0.008218
                     56,                 1.2444,                0.70045,                0.84545,                 0.8837,                 0.6053,                0.70945,                0.42283,                 1.1423,                0.59274,                0.85309,               0.008185,               0.008185,               0.008185
                     57,                 1.2305,                0.70311,                0.84513,                0.87548,                0.61835,                0.69374,                0.39951,                 1.1507,                0.59523,                0.85856,               0.008152,               0.008152,               0.008152
                     58,                 1.2329,                0.69752,                0.84751,                0.86516,                0.64543,                0.72524,                0.43228,                 1.1411,                0.61035,                0.85491,               0.008119,               0.008119,               0.008119
                     59,                 1.2491,                0.69415,                0.84293,                0.88473,                0.59651,                0.70375,                0.42083,                 1.0664,                 0.5901,                0.85811,               0.008086,               0.008086,               0.008086
