                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.9797,                 1.1429,                0.86164,                0.79594,                0.29247,                0.32084,                0.13582,                 1.9303,                 1.0008,                0.86379,               0.008119,               0.008119,               0.008119
                     21,                 1.9301,                 1.1052,                0.85555,                0.78565,                0.32872,                0.35759,                0.15344,                  1.722,                0.98749,                 0.8609,                0.00802,                0.00802,                0.00802
                     22,                 1.8838,                 1.0955,                0.85999,                0.75376,                 0.3641,                0.39541,                0.16755,                 1.8472,                0.97498,                0.87084,               0.007921,               0.007921,               0.007921
                     23,                  1.846,                  1.059,                0.85956,                0.71784,                0.38722,                0.42129,                0.17788,                 1.7822,                 0.9801,                0.86034,               0.007822,               0.007822,               0.007822
                     24,                 1.8233,                  1.035,                0.85418,                0.71201,                0.37625,                0.41433,                0.17755,                 1.9036,                0.95763,                0.85652,               0.007723,               0.007723,               0.007723
                     25,                 1.8206,                 1.0153,                0.84163,                 0.7472,                0.38847,                0.42739,                0.19969,                 1.7125,                 0.8889,                0.85812,               0.007624,               0.007624,               0.007624
                     26,                 1.8702,                 1.0203,                0.84796,                0.79353,                0.40555,                0.47066,                0.22361,                 1.6865,                0.86347,                 0.8509,               0.007525,               0.007525,               0.007525
                     27,                 1.7755,                0.99358,                0.84952,                0.78115,                0.41286,                0.47979,                0.20948,                 1.6934,                0.88802,                0.86189,               0.007426,               0.007426,               0.007426
                     28,                 1.8499,                 1.0128,                0.85517,                0.80898,                0.42135,                0.47641,                0.21058,                 1.7466,                0.87853,                0.85966,               0.007327,               0.007327,               0.007327
                     29,                 1.7543,                0.97961,                0.84722,                0.71627,                0.45373,                0.49161,                0.22816,                 1.6874,                0.82166,                0.85189,               0.007228,               0.007228,               0.007228
                     30,                 1.7237,                0.95032,                0.84496,                0.76599,                0.43648,                0.47083,                0.22004,                 1.6417,                0.84466,                 0.8572,               0.007129,               0.007129,               0.007129
                     31,                 1.7877,                0.97199,                0.84805,                0.75906,                0.45259,                0.46807,                0.24591,                 1.6177,                0.80114,                0.84703,                0.00703,                0.00703,                0.00703
                     32,                 1.7533,                0.95067,                0.83665,                0.77449,                0.45103,                0.48637,                0.24612,                 1.6629,                0.79774,                0.84455,               0.006931,               0.006931,               0.006931
                     33,                 1.7319,                0.93561,                0.83702,                0.73552,                0.45045,                0.47438,                0.24418,                 1.5702,                0.79199,                0.85041,               0.006832,               0.006832,               0.006832
                     34,                 1.7512,                0.95786,                0.84039,                0.78241,                0.44846,                0.51559,                0.25449,                 1.5631,                 0.7938,                0.84661,               0.006733,               0.006733,               0.006733
                     35,                 1.6828,                0.93636,                0.83081,                0.82741,                0.45504,                0.52231,                0.24812,                 1.6534,                0.79357,                0.84821,               0.006634,               0.006634,               0.006634
                     36,                 1.7318,                0.92706,                0.83476,                0.79875,                0.46222,                0.52803,                0.24952,                 1.5636,                0.77035,                0.84849,               0.006535,               0.006535,               0.006535
                     37,                 1.6978,                 0.9126,                0.83963,                0.77481,                 0.4479,                0.51029,                0.26142,                 1.5818,                0.76458,                0.84829,               0.006436,               0.006436,               0.006436
                     38,                 1.6809,                0.90907,                0.84173,                0.79823,                 0.4389,                 0.5082,                0.25971,                 1.5635,                0.77052,                0.84824,               0.006337,               0.006337,               0.006337
                     39,                 1.6901,                0.90549,                0.83318,                0.82226,                0.44428,                0.51895,                0.26391,                 1.5617,                0.74863,                0.85209,               0.006238,               0.006238,               0.006238
                     40,                  1.636,                0.88574,                0.83411,                0.81429,                0.48225,                0.54328,                0.27526,                 1.5501,                 0.7733,                0.84702,               0.006139,               0.006139,               0.006139
                     41,                  1.625,                0.89713,                0.83246,                0.79923,                0.46651,                0.54297,                0.26414,                 1.5641,                0.75382,                0.84456,                0.00604,                0.00604,                0.00604
                     42,                 1.6455,                0.87024,                 0.8326,                0.78423,                0.47137,                0.52708,                0.25667,                 1.6256,                0.74859,                0.84677,               0.005941,               0.005941,               0.005941
                     43,                 1.6221,                 0.8734,                0.82823,                0.85132,                  0.454,                0.53711,                0.27191,                 1.4941,                0.72882,                0.84675,               0.005842,               0.005842,               0.005842
                     44,                  1.585,                0.85749,                0.83637,                0.84435,                0.43861,                0.53089,                0.26796,                 1.5834,                0.76168,                0.85238,               0.005743,               0.005743,               0.005743
                     45,                 1.5867,                0.84291,                0.82887,                0.81757,                0.48167,                0.55682,                0.27728,                 1.4962,                0.72806,                0.83952,               0.005644,               0.005644,               0.005644
                     46,                 1.5682,                0.84774,                 0.8225,                0.80258,                0.49171,                0.55314,                0.27754,                 1.5416,                0.72075,                0.84382,               0.005545,               0.005545,               0.005545
                     47,                  1.561,                0.83359,                 0.8295,                0.86199,                0.47217,                 0.5524,                 0.2776,                 1.4771,                0.70156,                0.84151,               0.005446,               0.005446,               0.005446
                     48,                 1.5107,                0.81399,                0.83025,                0.88496,                0.47879,                0.56329,                0.29719,                 1.4666,                0.71465,                 0.8383,               0.005347,               0.005347,               0.005347
                     49,                 1.5699,                0.82022,                0.82086,                  0.846,                0.47263,                0.54394,                 0.2878,                 1.4629,                0.69887,                0.84413,               0.005248,               0.005248,               0.005248
                     50,                 1.5527,                 0.8186,                 0.8218,                0.84611,                 0.4823,                 0.5656,                0.30082,                  1.473,                0.69864,                0.83498,               0.005149,               0.005149,               0.005149
                     51,                 1.5575,                 0.8161,                0.82576,                 0.8165,                 0.4906,                0.56663,                0.30478,                 1.4385,                0.67388,                0.83086,                0.00505,                0.00505,                0.00505
                     52,                 1.4886,                0.80001,                0.82568,                0.82517,                0.46376,                 0.5579,                0.30336,                 1.4339,                 0.6744,                0.83328,               0.004951,               0.004951,               0.004951
                     53,                 1.5319,                 0.8065,                0.82267,                0.81916,                0.44668,                0.53772,                0.28347,                 1.4413,                0.69945,                0.83353,               0.004852,               0.004852,               0.004852
                     54,                 1.5098,                0.81322,                0.82485,                0.81807,                0.46683,                0.54639,                0.28983,                 1.4309,                0.68863,                0.83355,               0.004753,               0.004753,               0.004753
                     55,                 1.4706,                  0.799,                0.82539,                0.85204,                0.47731,                0.56181,                0.29659,                 1.4607,                0.67122,                0.83226,               0.004654,               0.004654,               0.004654
                     56,                 1.4925,                 0.7977,                0.82009,                0.84738,                0.48402,                0.56545,                0.30466,                 1.4372,                 0.6716,                0.83133,               0.004555,               0.004555,               0.004555
                     57,                 1.4996,                0.79467,                0.82062,                0.80255,                0.52809,                0.56922,                0.30087,                 1.4736,                0.68209,                0.82975,               0.004456,               0.004456,               0.004456
                     58,                 1.4709,                0.77782,                  0.822,                0.85646,                 0.5166,                0.57689,                0.31556,                 1.3803,                0.65534,                0.83118,               0.004357,               0.004357,               0.004357
                     59,                 1.4673,                0.78205,                0.81934,                0.86591,                0.50985,                0.58436,                0.31695,                  1.438,                0.66976,                0.82854,               0.004258,               0.004258,               0.004258
                     60,                 1.5107,                0.76783,                0.81816,                0.87526,                0.51247,                0.58828,                 0.3197,                 1.4114,                 0.6545,                0.82725,               0.004159,               0.004159,               0.004159
                     61,                 1.5235,                  0.789,                0.81721,                0.87441,                0.49712,                0.58337,                0.31362,                 1.3997,                0.65494,                0.83048,                0.00406,                0.00406,                0.00406
                     62,                   1.42,                 0.7597,                0.81767,                0.86257,                0.50756,                 0.5903,                0.31955,                  1.353,                0.63982,                 0.8278,               0.003961,               0.003961,               0.003961
                     63,                 1.4302,                0.75634,                0.82143,                0.88586,                 0.4933,                0.57754,                 0.2955,                  1.456,                0.65364,                0.83476,               0.003862,               0.003862,               0.003862
                     64,                 1.4308,                0.75667,                 0.8186,                0.84128,                0.50793,                0.57557,                0.30419,                   1.42,                0.63517,                0.83091,               0.003763,               0.003763,               0.003763
                     65,                 1.4477,                 0.7531,                0.81599,                0.84044,                0.49461,                0.56015,                0.31224,                   1.39,                0.64133,                0.83171,               0.003664,               0.003664,               0.003664
                     66,                  1.387,                0.74856,                0.81927,                0.85186,                0.47947,                 0.5668,                0.30682,                 1.3772,                0.62968,                0.83022,               0.003565,               0.003565,               0.003565
                     67,                 1.4219,                0.74699,                0.81522,                 0.8923,                0.47494,                0.57114,                0.30872,                 1.3674,                0.63033,                0.82774,               0.003466,               0.003466,               0.003466
                     68,                 1.4151,                0.74073,                 0.8161,                0.82379,                 0.5365,                0.57904,                0.32517,                 1.3238,                0.62108,                0.82593,               0.003367,               0.003367,               0.003367
                     69,                 1.4511,                0.75591,                0.81711,                0.84118,                0.54634,                0.58514,                0.32142,                  1.382,                0.64064,                0.82745,               0.003268,               0.003268,               0.003268
                     70,                 1.4129,                0.73158,                0.81526,                0.82796,                 0.5157,                0.57731,                0.30979,                 1.3679,                 0.6363,                0.82956,               0.003169,               0.003169,               0.003169
                     71,                 1.3799,                0.72637,                0.81803,                0.88514,                0.49165,                0.58663,                0.31732,                 1.3659,                0.62461,                0.82614,                0.00307,                0.00307,                0.00307
                     72,                 1.4085,                0.73244,                 0.8161,                0.88702,                0.50449,                0.59202,                0.32765,                 1.3458,                 0.6201,                0.82171,               0.002971,               0.002971,               0.002971
                     73,                 1.4008,                0.73143,                0.81356,                0.85509,                0.50785,                0.58203,                0.31466,                  1.358,                  0.626,                0.82398,               0.002872,               0.002872,               0.002872
                     74,                 1.3717,                0.72213,                0.80743,                0.86434,                0.51078,                0.58161,                0.31692,                 1.3151,                0.61481,                0.82323,               0.002773,               0.002773,               0.002773
                     75,                 1.3545,                0.72038,                0.80887,                0.87091,                0.51746,                0.59707,                0.33294,                 1.3268,                0.62203,                0.82147,               0.002674,               0.002674,               0.002674
                     76,                 1.3611,                0.72022,                0.81089,                0.89357,                0.50769,                0.60299,                0.34057,                 1.3127,                 0.6074,                0.82192,               0.002575,               0.002575,               0.002575
                     77,                 1.3915,                0.72775,                 0.8078,                0.85375,                0.52425,                0.59218,                0.33574,                 1.3047,                0.61231,                0.82318,               0.002476,               0.002476,               0.002476
                     78,                  1.369,                0.72593,                0.80914,                0.89523,                0.49117,                0.59722,                0.33215,                 1.3276,                0.60797,                0.82185,               0.002377,               0.002377,               0.002377
                     79,                 1.3171,                0.70051,                0.80832,                0.87143,                0.50021,                0.59612,                0.32975,                 1.3256,                0.60186,                 0.8221,               0.002278,               0.002278,               0.002278
                     80,                 1.3362,                0.70932,                0.80705,                0.82677,                0.50759,                0.59604,                0.32579,                 1.3186,                0.60252,                0.82203,               0.002179,               0.002179,               0.002179
                     81,                 1.3711,                0.71559,                0.80872,                0.90233,                0.47536,                0.59349,                0.33047,                 1.2935,                0.59565,                0.81947,                0.00208,                0.00208,                0.00208
                     82,                 1.3538,                0.70593,                0.80368,                0.87727,                0.47745,                0.59126,                0.32463,                 1.3243,                0.59831,                0.82271,               0.001981,               0.001981,               0.001981
                     83,                 1.3744,                0.70613,                0.80342,                0.82973,                0.54205,                0.59805,                0.33289,                 1.2842,                0.58894,                0.81923,               0.001882,               0.001882,               0.001882
                     84,                 1.3285,                0.70063,                0.80262,                0.85451,                0.54605,                0.60786,                0.34168,                 1.2997,                0.59337,                0.81939,               0.001783,               0.001783,               0.001783
                     85,                 1.3377,                0.69688,                0.80753,                 0.8341,                0.55201,                0.60093,                0.34147,                  1.275,                0.58701,                0.81826,               0.001684,               0.001684,               0.001684
                     86,                 1.2939,                0.68565,                0.80877,                0.84816,                0.53607,                0.60275,                0.33893,                 1.2917,                0.59625,                0.81851,               0.001585,               0.001585,               0.001585
                     87,                  1.301,                0.67955,                0.80719,                0.85129,                 0.5335,                0.60517,                0.34268,                 1.2739,                0.58738,                0.81757,               0.001486,               0.001486,               0.001486
                     88,                 1.3376,                0.69741,                0.80669,                0.88889,                0.51307,                0.60841,                0.34729,                 1.2641,                0.57679,                0.81749,               0.001387,               0.001387,               0.001387
                     89,                 1.3184,                0.69255,                 0.8016,                0.84811,                0.53249,                0.60672,                0.34136,                 1.2772,                0.58881,                0.81711,               0.001288,               0.001288,               0.001288
                     90,                 1.3372,                0.69925,                0.80267,                0.85754,                0.53259,                0.59952,                0.34055,                 1.2737,                0.58276,                0.81635,               0.001189,               0.001189,               0.001189
                     91,                  1.294,                 0.6755,                0.81276,                0.84345,                0.52957,                0.60207,                0.34127,                 1.2721,                0.58963,                0.81753,                0.00109,                0.00109,                0.00109
                     92,                 1.3084,                0.68439,                0.79934,                0.83149,                0.54137,                0.60366,                0.34572,                 1.2684,                0.59184,                0.81624,               0.000991,               0.000991,               0.000991
                     93,                 1.3152,                 0.6907,                0.80508,                0.88181,                0.52512,                0.60936,                0.34778,                 1.2772,                0.58008,                0.81658,               0.000892,               0.000892,               0.000892
                     94,                 1.2978,                0.67114,                0.80165,                0.85701,                0.54293,                0.60063,                0.34083,                 1.2764,                0.57964,                0.81685,               0.000793,               0.000793,               0.000793
                     95,                 1.2998,                0.68746,                0.80223,                0.86186,                0.53326,                0.60244,                0.34055,                 1.2913,                0.58209,                0.81784,               0.000694,               0.000694,               0.000694
                     96,                 1.2912,                0.67619,                0.79759,                0.85981,                 0.5256,                0.60486,                0.34586,                 1.2631,                0.57703,                0.81658,               0.000595,               0.000595,               0.000595
                     97,                 1.2784,                0.67484,                  0.805,                0.85578,                0.53838,                0.60454,                0.34766,                 1.2595,                0.56949,                0.81502,               0.000496,               0.000496,               0.000496
                     98,                 1.2701,                0.66558,                0.80285,                0.85656,                0.54551,                0.60814,                0.34902,                 1.2532,                0.56756,                0.81505,               0.000397,               0.000397,               0.000397
                     99,                 1.2611,                0.66295,                0.80148,                0.86706,                0.53529,                0.60627,                0.35421,                 1.2546,                 0.5702,                0.81443,               0.000298,               0.000298,               0.000298
